date_visit,n_people,amount_fee
2025-03-02,916,778100
2025-03-03,366,266700
2025-03-04,208,179000
2025-03-05,122,108900
2025-03-06,178,136800
2025-03-07,176,152700
2025-03-08,1494,1018000
2025-03-09,1155,808900
2025-03-10,353,284500
2025-03-11,299,224500
2025-03-12,0,0
2025-03-13,344,240400
2025-03-14,345,297800
2025-03-15,1040,754000
2025-03-16,858,654600
2025-03-17,406,314800
2025-03-18,303,264700
2025-03-19,477,363600
2025-03-20,660,499600
2025-03-21,1218,821200
2025-03-22,1025,713400
2025-03-23,709,543400
2025-03-24,402,332900
2025-03-25,442,349600
2025-03-26,618,422000
2025-03-27,875,558100
2025-03-28,1191,763000
2025-03-29,1132,777700
2025-03-30,836,609900
2025-03-31,763,525700
2025-04-01,361,279300
2025-04-02,299,271500
2025-04-03,328,250800
2025-04-04,368,298100
2025-04-05,478,405100
2025-04-06,368,328800
2025-04-07,105,90300
2025-04-08,66,48900
2025-04-09,0,0
2025-04-10,83,60900
2025-04-11,95,73400
2025-04-12,315,195600
2025-04-13,161,129900
2025-04-14,73,47800
2025-04-15,69,53600
2025-04-16,41,34200
2025-04-17,39,35700
2025-04-18,158,135100
2025-04-19,548,488650
2025-04-20,477,384350
2025-04-21,83,74600
2025-04-22,55,51400
2025-04-23,0,0
2025-04-24,86,53500
2025-04-25,105,81400
2025-04-26,484,387050
2025-04-27,527,397400
2025-04-28,402,290400
2025-04-29,79,72450
2025-04-30,199,153450
2025-05-01,0,0
