date_visit,n_people,amount_fee
2026-08-03,0,0
2026-08-04,4889,3335550
2026-08-05,3851,2685950
2026-08-06,4045,2924400
2026-08-07,4823,3352000
2026-08-08,5677,4151750
2026-08-09,7069,5116300
2026-08-10,8328,5960850
2026-08-11,6199,4458500
2026-08-12,6886,4897150
2026-08-13,6281,4464150
2026-08-14,5280,3811500
2026-08-15,3661,2668950
2026-08-16,2267,1715500
2026-08-17,2936,2110300
2026-08-18,2327,1678650
2026-08-19,1973,1444450
2026-08-20,1948,1394000
2026-08-21,2443,1779300
2026-08-22,2157,1614400
2026-08-23,1938,1482500
2026-08-24,1925,1401750
2026-08-25,1274,964000
2026-08-26,1201,922850
2026-08-27,1128,876200
2026-08-28,1259,949450
2026-08-29,1270,997650
2026-08-30,764,637250
2026-08-31,441,391950
2026-09-01,104,93600
2026-09-02,128,106500
2026-09-03,176,140850
2026-09-04,377,310100
2026-09-05,721,575100
2026-09-06,397,374750
2026-09-07,347,284100
2026-09-08,239,187900
2026-09-09,0,0
2026-09-10,290,244500
2026-09-11,395,361950
2026-09-12,766,628400
2026-09-13,479,386100
2026-09-14,225,189150
2026-09-15,91,70300
2026-09-16,91,69200
2026-09-17,124,92150
2026-09-18,256,190500
2026-09-19,1182,942450
2026-09-20,2867,2128050
2026-09-21,2967,2119600
2026-09-22,1744,1329800
2026-09-23,689,619400
2026-09-24,0,0
2026-09-25,342,286350
2026-09-26,210,197600
2026-09-27,267,248800
2026-09-28,174,143150
2026-09-29,51,51250
2026-09-30,45,34900
2026-10-01,17,16500
2026-10-02,113,88700
