date_visit,n_people,amount_fee
2025-10-19,3164,2342950
2025-10-20,1840,1384450
2025-10-21,1193,899900
2025-10-22,0,0
2025-10-23,1011,778500
2025-10-24,1577,1234750
2025-10-25,2426,1936400
2025-10-26,1905,1511150
2025-10-27,1195,932800
2025-10-28,593,452150
2025-10-29,648,499500
2025-10-30,711,549850
2025-10-31,1168,903050
2025-11-01,2703,2027550
2025-11-02,4015,2967550
2025-11-03,1827,1445100
2025-11-04,282,290400
2025-11-05,115,121100
2025-11-06,128,118900
2025-11-07,334,288500
2025-11-08,593,499700
2025-11-09,484,457000
2025-11-10,354,313300
2025-11-11,246,218600
2025-11-12,0,0
2025-11-13,233,166000
2025-11-14,395,335000
2025-11-15,483,442200
2025-11-16,383,378400
2025-11-17,285,286100
2025-11-18,125,109700
2025-11-19,125,114900
2025-11-20,79,98800
2025-11-21,233,256600
2025-11-22,677,585600
2025-11-23,949,782300
2025-11-24,439,393300
2025-11-25,221,225200
2025-11-26,0,0
2025-11-27,103,98100
2025-11-28,62,64200
2025-11-29,288,318100
2025-11-30,197,218200
2025-12-01,31,31800
2025-12-02,28,17000
2025-12-03,26,14400
2025-12-04,9,10400
2025-12-05,9,7000
2025-12-06,78,75400
2025-12-07,76,96800
2025-12-08,19,25100
2025-12-09,28,21000
2025-12-10,0,0
2025-12-11,12,7500
2025-12-12,10,13600
2025-12-13,34,44000
2025-12-14,11,12900
2025-12-15,9,9900
2025-12-16,0,0
2025-12-17,0,0
2025-12-18,0,0
