date_visit,n_people,amount_fee
2025-12-10,0,0
2025-12-11,304,272900
2025-12-12,359,351200
2025-12-13,779,714600
2025-12-14,604,564000
2025-12-15,234,257300
2025-12-16,101,103800
2025-12-17,48,43100
2025-12-18,57,61300
2025-12-19,181,170900
2025-12-20,386,377700
2025-12-21,231,244600
2025-12-22,139,130700
2025-12-23,90,88400
2025-12-24,0,0
2025-12-25,211,212400
2025-12-26,313,295800
2025-12-27,481,466400
2025-12-28,741,628000
2025-12-29,1079,912200
2025-12-30,1049,888700
2025-12-31,0,0
2026-01-01,0,0
2026-01-02,540,505700
2026-01-03,290,293900
2026-01-04,130,173400
2026-01-05,113,133800
2026-01-06,68,77300
2026-01-07,13,14600
2026-01-08,22,13000
2026-01-09,20,19600
2026-01-10,72,83500
2026-01-11,194,202600
2026-01-12,82,85800
2026-01-13,21,16900
2026-01-14,0,0
2026-01-15,24,23900
2026-01-16,12,8000
2026-01-17,31,47000
2026-01-18,55,38500
2026-01-19,8,10800
2026-01-20,11,6000
2026-01-21,5,5700
2026-01-22,2,2000
2026-01-23,16,16400
2026-01-24,27,27600
2026-01-25,40,37700
2026-01-26,0,0
2026-01-27,0,0
2026-01-28,0,0
2026-01-29,0,0
2026-01-30,11,9900
2026-01-31,19,23500
2026-02-01,33,23400
2026-02-02,4,7700
2026-02-03,4,3000
2026-02-04,2,4400
2026-02-05,0,0
2026-02-06,6,5600
2026-02-07,11,15000
2026-02-08,4,6400
