date_visit,n_people,amount_fee
2026-03-05,0,0
2026-03-06,523,468100
2026-03-07,1066,909400
2026-03-08,728,628300
2026-03-09,399,378800
2026-03-10,310,312000
2026-03-11,0,0
2026-03-12,325,330700
2026-03-13,379,352800
2026-03-14,742,658000
2026-03-15,705,638400
2026-03-16,343,338500
2026-03-17,207,201200
2026-03-18,215,199600
2026-03-19,471,413400
2026-03-20,1212,900600
2026-03-21,1389,1092800
2026-03-22,648,555400
2026-03-23,376,334200
2026-03-24,247,250300
2026-03-25,290,279400
2026-03-26,518,372200
2026-03-27,863,639500
2026-03-28,970,758200
2026-03-29,664,530600
2026-03-30,667,517600
2026-03-31,396,328400
2026-04-01,226,205500
2026-04-02,220,206900
2026-04-03,350,310600
2026-04-04,437,395200
2026-04-05,261,264200
2026-04-06,159,171800
2026-04-07,72,65900
2026-04-08,0,0
2026-04-09,51,48000
2026-04-10,78,71900
2026-04-11,163,160600
2026-04-12,159,147300
2026-04-13,74,54300
2026-04-14,45,34400
2026-04-15,62,61600
2026-04-16,34,28100
2026-04-17,111,103900
2026-04-18,446,410500
2026-04-19,289,268250
2026-04-20,162,144350
2026-04-21,76,62750
2026-04-22,0,0
2026-04-23,57,41450
2026-04-24,136,148450
2026-04-25,283,298000
2026-04-26,189,182450
2026-04-27,80,66000
2026-04-28,112,96550
2026-04-29,114,115600
2026-04-30,273,241300
2026-05-01,304,286800
2026-05-02,671,606650
2026-05-03,1048,872550
2026-05-04,874,750900
