date_visit,n_people,amount_fee
2024-09-13,0,0
2024-09-14,6190,4296500
2024-09-15,8507,5957000
2024-09-16,2921,2182400
2024-09-17,1262,979600
2024-09-18,771,574400
2024-09-19,715,535750
2024-09-20,926,734350
2024-09-21,3202,2308750
2024-09-22,4779,3295500
2024-09-23,1560,1215250
2024-09-24,1032,849100
2024-09-25,0,0
2024-09-26,717,580950
2024-09-27,841,632900
2024-09-28,1432,1126450
2024-09-29,1336,1028900
2024-09-30,614,490950
2024-10-01,263,200350
2024-10-02,235,179750
2024-10-03,314,251400
2024-10-04,745,611550
2024-10-05,1000,838550
2024-10-06,1073,862200
2024-10-07,572,468600
2024-10-08,245,189700
2024-10-09,0,0
2024-10-10,469,361550
2024-10-11,622,521250
2024-10-12,1744,1359200
2024-10-13,2349,1768150
2024-10-14,1113,881700
2024-10-15,586,497400
2024-10-16,401,315300
2024-10-17,229,164900
2024-10-18,466,373850
2024-10-19,846,714350
2024-10-20,784,695300
2024-10-21,380,306550
2024-10-22,189,150050
2024-10-23,0,0
2024-10-24,219,168650
2024-10-25,490,385300
2024-10-26,760,667000
2024-10-27,762,620700
2024-10-28,370,303300
2024-10-29,165,115850
2024-10-30,144,74800
2024-10-31,124,75950
2024-11-01,339,276200
2024-11-02,1028,841350
2024-11-03,1501,1137050
2024-11-04,651,581450
2024-11-05,59,41100
2024-11-06,11,8900
2024-11-07,28,20000
2024-11-08,42,47000
2024-11-09,137,160700
2024-11-10,145,141900
2024-11-11,55,54300
2024-11-12,26,30300
