date_visit,n_people,amount_fee
2025-09-17,0,0
2025-09-18,1353,1031350
2025-09-19,1336,1026750
2025-09-20,3320,2476200
2025-09-21,3186,2357500
2025-09-22,3034,2254750
2025-09-23,1767,1353900
2025-09-24,0,0
2025-09-25,916,679200
2025-09-26,983,771900
2025-09-27,1753,1356350
2025-09-28,1283,1005000
2025-09-29,742,581100
2025-09-30,387,327800
2025-10-01,366,289100
2025-10-02,367,312050
2025-10-03,600,467200
2025-10-04,1354,1099600
2025-10-05,1120,905450
2025-10-06,595,495550
2025-10-07,403,292200
2025-10-08,0,0
2025-10-09,414,341450
2025-10-10,665,531950
2025-10-11,1972,1472000
2025-10-12,2772,2051450
2025-10-13,1180,975950
2025-10-14,672,543200
2025-10-15,342,265000
2025-10-16,298,222450
2025-10-17,522,395350
2025-10-18,1015,833400
2025-10-19,714,583250
2025-10-20,492,376250
2025-10-21,394,270200
2025-10-22,0,0
2025-10-23,297,201850
2025-10-24,539,468800
2025-10-25,994,870050
2025-10-26,723,637150
2025-10-27,359,297000
2025-10-28,183,128250
2025-10-29,228,178600
2025-10-30,235,165850
2025-10-31,420,315850
2025-11-01,1112,914850
2025-11-02,1533,1191650
2025-11-03,785,722650
2025-11-04,84,68900
2025-11-05,16,12200
2025-11-06,37,25900
2025-11-07,48,26200
2025-11-08,198,206300
2025-11-09,121,128400
2025-11-10,93,68600
2025-11-11,39,41100
2025-11-12,0,0
2025-11-13,61,40400
2025-11-14,88,69300
2025-11-15,98,108500
2025-11-16,70,76600
