date_visit,n_people,amount_fee
2025-11-27,0,0
2025-11-28,790,672300
2025-11-29,1503,1211100
2025-11-30,1124,904000
2025-12-01,427,374700
2025-12-02,188,167400
2025-12-03,148,107100
2025-12-04,151,109200
2025-12-05,225,196700
2025-12-06,625,565900
2025-12-07,525,505700
2025-12-08,176,208500
2025-12-09,106,96500
2025-12-10,0,0
2025-12-11,89,63800
2025-12-12,163,173700
2025-12-13,382,392400
2025-12-14,278,288800
2025-12-15,109,128900
2025-12-16,28,26200
2025-12-17,30,28600
2025-12-18,35,35500
2025-12-19,98,89600
2025-12-20,239,261800
2025-12-21,130,149800
2025-12-22,68,63200
2025-12-23,48,38900
2025-12-24,0,0
2025-12-25,129,144000
2025-12-26,199,215500
2025-12-27,313,343200
2025-12-28,448,422200
2025-12-29,580,552900
2025-12-30,612,558600
2025-12-31,0,0
2026-01-01,0,0
2026-01-02,372,380200
2026-01-03,179,195400
2026-01-04,70,79000
2026-01-05,69,93600
2026-01-06,20,25500
2026-01-07,10,8000
2026-01-08,14,9500
2026-01-09,8,7900
2026-01-10,29,39500
2026-01-11,92,93400
2026-01-12,45,41500
2026-01-13,10,6800
2026-01-14,0,0
2026-01-15,6,11000
2026-01-16,6,4000
2026-01-17,9,14000
2026-01-18,35,19400
2026-01-19,5,6500
2026-01-20,9,4000
2026-01-21,3,3700
2026-01-22,0,0
2026-01-23,2,2000
2026-01-24,3,4200
2026-01-25,20,21800
2026-01-26,0,0
