date_visit,n_people,amount_fee
2024-12-24,291,275700
2024-12-25,0,0
2024-12-26,585,473500
2024-12-27,735,558000
2024-12-28,1039,841900
2024-12-29,1578,1228400
2024-12-30,1828,1451600
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,1086,894400
2025-01-03,740,637000
2025-01-04,454,412000
2025-01-05,271,287400
2025-01-06,125,136000
2025-01-07,78,83000
2025-01-08,0,0
2025-01-09,59,55200
2025-01-10,29,32600
2025-01-11,229,238800
2025-01-12,268,303500
2025-01-13,144,164500
2025-01-14,16,13600
2025-01-15,22,16100
2025-01-16,21,12500
2025-01-17,72,41800
2025-01-18,80,82100
2025-01-19,113,84300
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,110,87900
2025-01-26,67,50900
2025-01-27,10,11700
2025-01-28,14,14600
2025-01-29,24,25200
2025-01-30,14,10000
2025-01-31,39,34100
2025-02-01,35,24500
2025-02-02,27,29900
2025-02-03,5,3300
2025-02-04,0,0
2025-02-05,9,8600
2025-02-06,21,29700
2025-02-07,9,5000
2025-02-08,32,43600
2025-02-09,53,53000
2025-02-10,24,24700
2025-02-11,7,8600
2025-02-12,0,0
2025-02-13,2,1800
2025-02-14,10,18500
2025-02-15,6,5500
2025-02-16,32,23000
2025-02-17,4,3500
2025-02-18,17,4500
2025-02-19,0,0
2025-02-20,1,1000
2025-02-21,10,10000
2025-02-22,0,0
