date_visit,n_people,amount_fee
2026-07-03,749,609950
2026-07-04,1667,1319750
2026-07-05,1345,1109700
2026-07-06,610,577900
2026-07-07,501,400550
2026-07-08,0,0
2026-07-09,433,374400
2026-07-10,1629,1254150
2026-07-11,2351,1787650
2026-07-12,1579,1279750
2026-07-13,825,689500
2026-07-14,509,407950
2026-07-15,430,341100
2026-07-16,544,410600
2026-07-17,1048,825350
2026-07-18,2601,1983250
2026-07-19,3747,2792300
2026-07-20,2021,1513800
2026-07-21,1773,1302250
2026-07-22,1170,939900
2026-07-23,1326,995800
2026-07-24,1671,1215400
2026-07-25,1782,1341950
2026-07-26,1926,1421750
2026-07-27,1994,1389350
2026-07-28,1507,1154500
2026-07-29,1456,1105550
2026-07-30,1585,1130750
2026-07-31,1787,1331500
2026-08-01,1574,1228400
2026-08-02,1471,1158600
2026-08-03,1464,1145150
2026-08-04,1202,939250
2026-08-05,903,740500
2026-08-06,1347,1048100
2026-08-07,1582,1217950
2026-08-08,1920,1490650
2026-08-09,2310,1701250
2026-08-10,2699,1980800
2026-08-11,1919,1465550
2026-08-12,2215,1634600
2026-08-13,1983,1467250
2026-08-14,1764,1319000
2026-08-15,1249,983400
2026-08-16,707,582400
2026-08-17,1073,853650
2026-08-18,975,761750
2026-08-19,746,606700
2026-08-20,808,618150
2026-08-21,892,704450
2026-08-22,912,733600
2026-08-23,667,591750
2026-08-24,668,546900
2026-08-25,426,394750
2026-08-26,359,307700
2026-08-27,337,330500
2026-08-28,357,286450
2026-08-29,372,335100
2026-08-30,172,162150
2026-08-31,84,80250
2026-09-01,0,0
