date_visit,n_people,amount_fee
2025-09-06,3182,2374900
2025-09-07,2350,1754400
2025-09-08,1335,1065000
2025-09-09,926,766900
2025-09-10,0,0
2025-09-11,869,730700
2025-09-12,1054,890700
2025-09-13,2909,2178850
2025-09-14,4038,2962600
2025-09-15,1758,1409450
2025-09-16,683,553100
2025-09-17,411,332100
2025-09-18,478,393500
2025-09-19,751,605600
2025-09-20,1772,1337300
2025-09-21,1769,1365300
2025-09-22,1736,1326150
2025-09-23,998,822400
2025-09-24,0,0
2025-09-25,573,435600
2025-09-26,559,461400
2025-09-27,1170,942700
2025-09-28,883,713100
2025-09-29,443,365950
2025-09-30,247,211750
2025-10-01,183,149000
2025-10-02,247,210850
2025-10-03,369,279250
2025-10-04,845,733750
2025-10-05,705,570200
2025-10-06,266,216050
2025-10-07,239,159750
2025-10-08,0,0
2025-10-09,222,195800
2025-10-10,420,337700
2025-10-11,1281,1015450
2025-10-12,1764,1344950
2025-10-13,778,695650
2025-10-14,356,294700
2025-10-15,163,134050
2025-10-16,146,97300
2025-10-17,364,271250
2025-10-18,553,492050
2025-10-19,412,342150
2025-10-20,271,200600
2025-10-21,220,138850
2025-10-22,0,0
2025-10-23,236,158950
2025-10-24,298,240200
2025-10-25,557,494550
2025-10-26,417,353600
2025-10-27,174,139500
2025-10-28,129,92200
2025-10-29,147,109850
2025-10-30,136,98450
2025-10-31,254,171650
2025-11-01,708,624800
2025-11-02,1037,850100
2025-11-03,500,466900
2025-11-04,36,20800
2025-11-05,0,0
