date_visit,n_people,amount_fee
2025-06-18,0,0
2025-06-19,383,281800
2025-06-20,700,556550
2025-06-21,1283,1068000
2025-06-22,1210,1007350
2025-06-23,523,426450
2025-06-24,210,187300
2025-06-25,0,0
2025-06-26,283,257500
2025-06-27,482,423150
2025-06-28,937,833150
2025-06-29,696,622000
2025-06-30,208,165900
2025-07-01,97,63750
2025-07-02,71,63000
2025-07-03,170,163750
2025-07-04,319,290750
2025-07-05,675,612600
2025-07-06,401,361300
2025-07-07,161,134050
2025-07-08,138,110450
2025-07-09,0,0
2025-07-10,133,100450
2025-07-11,745,562400
2025-07-12,1087,880650
2025-07-13,797,637150
2025-07-14,359,277900
2025-07-15,240,190350
2025-07-16,148,115300
2025-07-17,215,164050
2025-07-18,397,336500
2025-07-19,1492,1177700
2025-07-20,2073,1526800
2025-07-21,1071,871150
2025-07-22,1032,774950
2025-07-23,881,712600
2025-07-24,961,717250
2025-07-25,1089,817700
2025-07-26,1210,899100
2025-07-27,1193,937500
2025-07-28,1329,1035400
2025-07-29,988,784850
2025-07-30,931,728900
2025-07-31,974,761250
2025-08-01,1030,767150
2025-08-02,1156,923000
2025-08-03,998,803950
2025-08-04,1045,845000
2025-08-05,821,683800
2025-08-06,665,534650
2025-08-07,799,658550
2025-08-08,935,767000
2025-08-09,1095,908150
2025-08-10,1676,1292650
2025-08-11,1428,1141900
2025-08-12,1602,1240600
2025-08-13,1225,989750
2025-08-14,1283,1012100
2025-08-15,1046,879150
2025-08-16,562,537450
2025-08-17,365,334250
