date_visit,n_people,amount_fee
2024-08-22,0,0
2024-08-23,4516,2973200
2024-08-24,4607,3251400
2024-08-25,3867,2649700
2024-08-26,3234,2209700
2024-08-27,1989,1379350
2024-08-28,1455,1093900
2024-08-29,1263,956700
2024-08-30,1633,1165550
2024-08-31,1628,1240850
2024-09-01,1123,902750
2024-09-02,559,468500
2024-09-03,324,255550
2024-09-04,340,246350
2024-09-05,433,337350
2024-09-06,749,574250
2024-09-07,1179,979850
2024-09-08,1074,873550
2024-09-09,557,450550
2024-09-10,406,323450
2024-09-11,0,0
2024-09-12,500,403600
2024-09-13,729,589650
2024-09-14,1896,1453750
2024-09-15,2465,1799750
2024-09-16,1084,870500
2024-09-17,416,342700
2024-09-18,203,158750
2024-09-19,274,204100
2024-09-20,400,304650
2024-09-21,1309,1014000
2024-09-22,2168,1528350
2024-09-23,690,625450
2024-09-24,453,376900
2024-09-25,0,0
2024-09-26,318,266150
2024-09-27,396,271450
2024-09-28,668,580150
2024-09-29,684,577150
2024-09-30,224,195750
2024-10-01,64,44250
2024-10-02,84,65000
2024-10-03,53,43300
2024-10-04,243,202800
2024-10-05,555,524100
2024-10-06,565,454550
2024-10-07,172,142300
2024-10-08,79,69800
2024-10-09,0,0
2024-10-10,113,81750
2024-10-11,304,256850
2024-10-12,997,857750
2024-10-13,1278,1039650
2024-10-14,621,567850
2024-10-15,237,223200
2024-10-16,122,93650
2024-10-17,23,16700
2024-10-18,122,95400
2024-10-19,324,301550
2024-10-20,217,182150
2024-10-21,75,60300
