date_visit,n_people,amount_fee
2025-04-23,0,0
2025-04-24,705,495150
2025-04-25,979,758250
2025-04-26,3470,2332750
2025-04-27,3731,2504700
2025-04-28,3624,2433800
2025-04-29,2230,1555350
2025-04-30,1777,1246500
2025-05-01,1606,1108950
2025-05-02,2141,1470500
2025-05-03,6194,3978800
2025-05-04,9756,6227850
2025-05-05,5314,3439050
2025-05-06,1403,1044550
2025-05-07,350,269450
2025-05-08,255,170950
2025-05-09,381,286650
2025-05-10,1387,981150
2025-05-11,1072,802400
2025-05-12,393,280100
2025-05-13,262,196000
2025-05-14,0,0
2025-05-15,243,171350
2025-05-16,475,357350
2025-05-17,1446,1058000
2025-05-18,903,718500
2025-05-19,544,423900
2025-05-20,197,127350
2025-05-21,162,134100
2025-05-22,176,142900
2025-05-23,433,337300
2025-05-24,1018,821400
2025-05-25,799,616600
2025-05-26,230,184950
2025-05-27,66,43900
2025-05-28,0,0
2025-05-29,136,114350
2025-05-30,133,117650
2025-05-31,319,312900
2025-06-01,320,300250
2025-06-02,132,143650
2025-06-03,47,43250
2025-06-04,46,29800
2025-06-05,27,19600
2025-06-06,100,81500
2025-06-07,185,171150
2025-06-08,150,143550
2025-06-09,62,55050
2025-06-10,26,25650
2025-06-11,0,0
2025-06-12,24,19200
2025-06-13,62,56750
2025-06-14,127,117450
2025-06-15,112,116750
2025-06-16,64,52200
2025-06-17,21,17050
2025-06-18,32,36300
2025-06-19,18,17700
2025-06-20,18,13350
2025-06-21,45,41350
2025-06-22,0,0
