date_visit,n_people,amount_fee
2026-06-12,1088,935600
2026-06-13,1928,1595900
2026-06-14,1617,1345500
2026-06-15,775,671950
2026-06-16,345,309200
2026-06-17,242,228250
2026-06-18,238,192500
2026-06-19,611,530400
2026-06-20,1141,1024650
2026-06-21,897,778450
2026-06-22,491,422300
2026-06-23,240,200150
2026-06-24,0,0
2026-06-25,265,241200
2026-06-26,436,417850
2026-06-27,846,770450
2026-06-28,790,695250
2026-06-29,303,290600
2026-06-30,101,93950
2026-07-01,125,110600
2026-07-02,151,152900
2026-07-03,317,277650
2026-07-04,484,450050
2026-07-05,356,330500
2026-07-06,189,181800
2026-07-07,165,151000
2026-07-08,0,0
2026-07-09,219,184000
2026-07-10,658,520800
2026-07-11,1086,837250
2026-07-12,594,511150
2026-07-13,382,319250
2026-07-14,246,207050
2026-07-15,193,145600
2026-07-16,210,162600
2026-07-17,503,387400
2026-07-18,1381,1092050
2026-07-19,1962,1523650
2026-07-20,1138,898350
2026-07-21,1014,786650
2026-07-22,532,483450
2026-07-23,570,490700
2026-07-24,1114,839450
2026-07-25,1018,804900
2026-07-26,1176,910550
2026-07-27,1258,921000
2026-07-28,1050,830500
2026-07-29,783,635000
2026-07-30,740,565750
2026-07-31,1108,863300
2026-08-01,761,660500
2026-08-02,756,616700
2026-08-03,756,652700
2026-08-04,567,502350
2026-08-05,426,401400
2026-08-06,548,479400
2026-08-07,824,678750
2026-08-08,820,686900
2026-08-09,1239,968150
2026-08-10,1243,967650
2026-08-11,0,0
