date_visit,n_people,amount_fee
2026-05-13,0,0
2026-05-14,833,685350
2026-05-15,1042,845000
2026-05-16,1888,1507000
2026-05-17,1486,1240400
2026-05-18,587,509150
2026-05-19,333,275700
2026-05-20,268,214450
2026-05-21,343,277700
2026-05-22,640,570000
2026-05-23,1172,995350
2026-05-24,871,765600
2026-05-25,462,412300
2026-05-26,249,239400
2026-05-27,0,0
2026-05-28,298,247000
2026-05-29,456,409650
2026-05-30,853,764950
2026-05-31,664,579050
2026-06-01,276,261300
2026-06-02,67,59800
2026-06-03,94,89900
2026-06-04,80,76600
2026-06-05,262,256450
2026-06-06,610,568350
2026-06-07,370,330700
2026-06-08,260,238500
2026-06-09,108,99300
2026-06-10,0,0
2026-06-11,121,116750
2026-06-12,200,169000
2026-06-13,434,403000
2026-06-14,434,413650
2026-06-15,190,171400
2026-06-16,93,79050
2026-06-17,47,42600
2026-06-18,70,52800
2026-06-19,151,133000
2026-06-20,360,361750
2026-06-21,167,164600
2026-06-22,132,96200
2026-06-23,57,48750
2026-06-24,0,0
2026-06-25,66,58450
2026-06-26,100,118700
2026-06-27,258,265100
2026-06-28,133,128550
2026-06-29,97,97800
2026-06-30,26,19200
2026-07-01,36,28500
2026-07-02,48,55850
2026-07-03,86,62900
2026-07-04,147,153600
2026-07-05,96,92000
2026-07-06,43,43200
2026-07-07,45,32800
2026-07-08,0,0
2026-07-09,55,46200
2026-07-10,80,70300
2026-07-11,226,191300
2026-07-12,120,111650
