date_visit,n_people,amount_fee
2025-06-02,0,0
2025-06-03,408,337150
2025-06-04,313,227000
2025-06-05,333,272150
2025-06-06,530,458500
2025-06-07,1098,958200
2025-06-08,1032,880250
2025-06-09,384,340650
2025-06-10,195,173900
2025-06-11,0,0
2025-06-12,204,189300
2025-06-13,404,383300
2025-06-14,838,766250
2025-06-15,717,627650
2025-06-16,312,271400
2025-06-17,121,110200
2025-06-18,132,124200
2025-06-19,100,78450
2025-06-20,259,215700
2025-06-21,561,517950
2025-06-22,488,427750
2025-06-23,245,201250
2025-06-24,80,73700
2025-06-25,0,0
2025-06-26,181,164600
2025-06-27,279,240100
2025-06-28,501,480050
2025-06-29,384,359150
2025-06-30,96,80600
2025-07-01,20,16500
2025-07-02,17,14400
2025-07-03,72,66000
2025-07-04,154,144050
2025-07-05,355,317150
2025-07-06,187,177550
2025-07-07,73,55750
2025-07-08,56,41100
2025-07-09,0,0
2025-07-10,78,57550
2025-07-11,252,205250
2025-07-12,487,389600
2025-07-13,397,298100
2025-07-14,164,135400
2025-07-15,121,99800
2025-07-16,68,53150
2025-07-17,94,73450
2025-07-18,179,147550
2025-07-19,930,777050
2025-07-20,1404,1084600
2025-07-21,766,670450
2025-07-22,632,515000
2025-07-23,534,469500
2025-07-24,622,488750
2025-07-25,784,622450
2025-07-26,801,616100
2025-07-27,638,541150
2025-07-28,875,726950
2025-07-29,586,506450
2025-07-30,600,524300
2025-07-31,489,431900
2025-08-01,466,387050
