date_visit,n_people,amount_fee
2023-11-07,0,0
2023-11-08,0,0
2023-11-09,393,274100
2023-11-10,812,646900
2023-11-11,1638,1273100
2023-11-12,1348,1061600
2023-11-13,859,689500
2023-11-14,289,270600
2023-11-15,299,257900
2023-11-16,269,239300
2023-11-17,530,448100
2023-11-18,1228,950700
2023-11-19,840,685500
2023-11-20,498,411800
2023-11-21,251,236500
2023-11-22,0,0
2023-11-23,878,709400
2023-11-24,1674,1192900
2023-11-25,893,706700
2023-11-26,506,442400
2023-11-27,269,268800
2023-11-28,95,81900
2023-11-29,48,46200
2023-11-30,44,34300
2023-12-01,78,62100
2023-12-02,294,320900
2023-12-03,278,290600
2023-12-04,87,78500
2023-12-05,30,20500
2023-12-06,10,8400
2023-12-07,15,7000
2023-12-08,59,54300
2023-12-09,249,289200
2023-12-10,197,204600
2023-12-11,25,28900
2023-12-12,17,25100
2023-12-13,0,0
2023-12-14,11,20700
2023-12-15,44,48800
2023-12-16,138,152400
2023-12-17,123,160800
2023-12-18,19,13000
2023-12-19,13,11400
2023-12-20,9,13000
2023-12-21,6,6600
2023-12-22,17,26500
2023-12-23,68,86400
2023-12-24,72,70800
2023-12-25,91,104800
2023-12-26,65,67400
2023-12-27,0,0
2023-12-28,131,138900
2023-12-29,195,217300
2023-12-30,343,340400
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,139,134400
2024-01-03,80,93000
2024-01-04,20,16700
2024-01-05,11,10400
