date_visit,n_people,amount_fee
2026-09-12,0,0
2026-09-13,4101,3014650
2026-09-14,1760,1417700
2026-09-15,1033,805100
2026-09-16,676,573300
2026-09-17,1050,818000
2026-09-18,1532,1186150
2026-09-19,4831,3584300
2026-09-20,11553,8171700
2026-09-21,11707,8345850
2026-09-22,8592,6125100
2026-09-23,3179,2388200
2026-09-24,0,0
2026-09-25,1541,1210800
2026-09-26,1609,1282800
2026-09-27,1432,1200400
2026-09-28,986,792250
2026-09-29,447,349150
2026-09-30,308,234450
2026-10-01,323,260550
2026-10-02,919,729850
2026-10-03,1192,1005500
2026-10-04,861,728500
2026-10-05,633,489150
2026-10-06,306,227700
2026-10-07,269,203550
2026-10-08,373,329900
2026-10-09,742,629150
2026-10-10,1684,1370050
2026-10-11,2197,1676350
2026-10-12,1199,990600
2026-10-13,703,610350
2026-10-14,0,0
2026-10-15,343,286800
2026-10-16,660,493850
2026-10-17,1002,837600
2026-10-18,869,712150
2026-10-19,585,456700
2026-10-20,289,222650
2026-10-21,154,108450
2026-10-22,257,198650
2026-10-23,528,418700
2026-10-24,937,782500
2026-10-25,573,481300
2026-10-26,387,288900
2026-10-27,171,152450
2026-10-28,0,0
2026-10-29,268,217900
2026-10-30,380,330950
2026-10-31,622,527950
2026-11-01,800,657200
2026-11-02,834,686700
2026-11-03,260,224950
2026-11-04,60,66700
2026-11-05,28,31500
2026-11-06,88,86600
2026-11-07,120,149400
2026-11-08,78,81200
2026-11-09,92,87100
2026-11-10,44,50200
2026-11-11,0,0
