date_visit,n_people,amount_fee
2026-07-24,0,0
2026-07-25,4855,3409250
2026-07-26,4688,3345550
2026-07-27,4417,3006650
2026-07-28,2981,2077400
2026-07-29,2876,2032400
2026-07-30,2966,2014350
2026-07-31,3550,2516050
2026-08-01,3328,2403500
2026-08-02,2948,2169550
2026-08-03,3016,2175900
2026-08-04,2582,1869400
2026-08-05,2028,1502900
2026-08-06,2666,1961200
2026-08-07,3269,2347500
2026-08-08,3672,2719750
2026-08-09,4763,3443450
2026-08-10,5587,4012600
2026-08-11,4084,2945250
2026-08-12,4586,3256600
2026-08-13,4187,2972050
2026-08-14,3623,2621950
2026-08-15,2536,1879350
2026-08-16,1673,1287350
2026-08-17,2254,1651150
2026-08-18,1807,1328250
2026-08-19,1561,1155800
2026-08-20,1502,1088550
2026-08-21,1845,1377100
2026-08-22,1630,1240950
2026-08-23,1389,1094850
2026-08-24,1509,1118100
2026-08-25,957,752400
2026-08-26,851,665450
2026-08-27,709,583500
2026-08-28,878,667150
2026-08-29,963,776550
2026-08-30,520,454900
2026-08-31,312,289800
2026-09-01,53,48600
2026-09-02,54,45600
2026-09-03,108,78000
2026-09-04,216,167850
2026-09-05,625,491150
2026-09-06,272,279200
2026-09-07,252,201300
2026-09-08,155,123200
2026-09-09,0,0
2026-09-10,197,162200
2026-09-11,286,264600
2026-09-12,524,448900
2026-09-13,314,239000
2026-09-14,148,121950
2026-09-15,67,48700
2026-09-16,54,39600
2026-09-17,82,60850
2026-09-18,145,108050
2026-09-19,863,716950
2026-09-20,1815,1398650
2026-09-21,2080,1509900
2026-09-22,1048,853050
