date_visit,n_people,amount_fee
2024-09-01,1083,836800
2024-09-02,715,548800
2024-09-03,460,348250
2024-09-04,510,375900
2024-09-05,573,443350
2024-09-06,950,730650
2024-09-07,1526,1213550
2024-09-08,1450,1136150
2024-09-09,742,600400
2024-09-10,621,466200
2024-09-11,0,0
2024-09-12,677,537550
2024-09-13,889,704150
2024-09-14,2409,1807700
2024-09-15,3162,2274450
2024-09-16,1272,1010300
2024-09-17,566,462150
2024-09-18,321,237750
2024-09-19,360,250700
2024-09-20,479,369850
2024-09-21,1729,1281300
2024-09-22,2692,1873850
2024-09-23,931,777300
2024-09-24,619,528300
2024-09-25,0,0
2024-09-26,445,366800
2024-09-27,549,392450
2024-09-28,833,701450
2024-09-29,848,698650
2024-09-30,300,241000
2024-10-01,108,70850
2024-10-02,106,78900
2024-10-03,128,103250
2024-10-04,343,294000
2024-10-05,653,594100
2024-10-06,665,540450
2024-10-07,215,175400
2024-10-08,93,79300
2024-10-09,0,0
2024-10-10,188,142850
2024-10-11,389,331200
2024-10-12,1141,949500
2024-10-13,1502,1181350
2024-10-14,724,642450
2024-10-15,353,330600
2024-10-16,180,142000
2024-10-17,68,48100
2024-10-18,185,148550
2024-10-19,559,508800
2024-10-20,441,409600
2024-10-21,151,119550
2024-10-22,100,81800
2024-10-23,0,0
2024-10-24,104,83750
2024-10-25,171,137450
2024-10-26,379,306750
2024-10-27,238,207900
2024-10-28,113,89700
2024-10-29,0,0
2024-10-30,0,0
2024-10-31,0,0
