date_visit,n_people,amount_fee
2024-11-20,0,0
2024-11-21,736,582300
2024-11-22,1523,1140300
2024-11-23,2196,1716600
2024-11-24,1753,1337200
2024-11-25,664,550900
2024-11-26,356,281500
2024-11-27,0,0
2024-11-28,280,237100
2024-11-29,489,411300
2024-11-30,854,708600
2024-12-01,622,569300
2024-12-02,209,211300
2024-12-03,125,108700
2024-12-04,77,56800
2024-12-05,99,90400
2024-12-06,205,232000
2024-12-07,391,325000
2024-12-08,314,340100
2024-12-09,135,113900
2024-12-10,85,64700
2024-12-11,0,0
2024-12-12,89,92400
2024-12-13,149,138600
2024-12-14,304,311200
2024-12-15,291,287500
2024-12-16,46,48800
2024-12-17,27,28600
2024-12-18,25,24800
2024-12-19,24,15500
2024-12-20,65,56600
2024-12-21,141,147900
2024-12-22,94,108300
2024-12-23,28,24500
2024-12-24,36,34100
2024-12-25,0,0
2024-12-26,155,156800
2024-12-27,245,223000
2024-12-28,276,305400
2024-12-29,505,461200
2024-12-30,538,506400
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,400,396600
2025-01-03,272,306400
2025-01-04,158,191300
2025-01-05,50,46700
2025-01-06,13,10300
2025-01-07,13,20900
2025-01-08,0,0
2025-01-09,10,15000
2025-01-10,10,6400
2025-01-11,46,43000
2025-01-12,79,84800
2025-01-13,37,39500
2025-01-14,11,10600
2025-01-15,4,3000
2025-01-16,0,0
2025-01-17,13,2200
2025-01-18,17,21900
2025-01-19,29,20900
