date_visit,n_people,amount_fee
2026-09-19,0,0
2026-09-20,17436,12396300
2026-09-21,17427,12498350
2026-09-22,14296,10125350
2026-09-23,5480,3967150
2026-09-24,0,0
2026-09-25,2065,1594150
2026-09-26,2088,1645400
2026-09-27,1904,1544000
2026-09-28,1268,985500
2026-09-29,570,434650
2026-09-30,445,327000
2026-10-01,431,346850
2026-10-02,1087,846600
2026-10-03,1570,1270850
2026-10-04,1207,993900
2026-10-05,853,664000
2026-10-06,398,291700
2026-10-07,402,288350
2026-10-08,494,428800
2026-10-09,890,755550
2026-10-10,2010,1610150
2026-10-11,2652,2014500
2026-10-12,1463,1182500
2026-10-13,876,734550
2026-10-14,0,0
2026-10-15,447,366200
2026-10-16,832,623650
2026-10-17,1253,1039300
2026-10-18,1120,883250
2026-10-19,755,588250
2026-10-20,334,268050
2026-10-21,216,168150
2026-10-22,339,260000
2026-10-23,686,567600
2026-10-24,1140,942400
2026-10-25,782,635150
2026-10-26,505,379500
2026-10-27,222,182400
2026-10-28,0,0
2026-10-29,359,276100
2026-10-30,542,434150
2026-10-31,851,718300
2026-11-01,1006,839950
2026-11-02,1063,852900
2026-11-03,318,281350
2026-11-04,81,83600
2026-11-05,46,43000
2026-11-06,123,126500
2026-11-07,180,200800
2026-11-08,140,140100
2026-11-09,122,111300
2026-11-10,77,81800
2026-11-11,0,0
2026-11-12,64,47500
2026-11-13,168,132100
2026-11-14,175,176600
2026-11-15,174,168400
2026-11-16,65,61900
2026-11-17,26,17800
2026-11-18,43,40900
