date_visit,n_people,amount_fee
2026-06-07,0,0
2026-06-08,976,795600
2026-06-09,474,423900
2026-06-10,0,0
2026-06-11,406,349250
2026-06-12,697,623400
2026-06-13,1438,1223900
2026-06-14,1227,1059150
2026-06-15,593,513200
2026-06-16,259,220800
2026-06-17,187,175100
2026-06-18,177,145400
2026-06-19,514,441800
2026-06-20,958,882100
2026-06-21,790,696750
2026-06-22,432,372300
2026-06-23,193,159050
2026-06-24,0,0
2026-06-25,238,209100
2026-06-26,364,362700
2026-06-27,731,689150
2026-06-28,664,590900
2026-06-29,269,249300
2026-06-30,91,82950
2026-07-01,106,90100
2026-07-02,127,130400
2026-07-03,262,230300
2026-07-04,443,407550
2026-07-05,303,285250
2026-07-06,149,146650
2026-07-07,120,106300
2026-07-08,0,0
2026-07-09,194,166000
2026-07-10,561,445550
2026-07-11,872,685900
2026-07-12,461,396400
2026-07-13,284,249900
2026-07-14,212,174500
2026-07-15,149,114200
2026-07-16,174,136200
2026-07-17,435,328350
2026-07-18,1237,983250
2026-07-19,1751,1373150
2026-07-20,964,777450
2026-07-21,908,717100
2026-07-22,450,425900
2026-07-23,518,458800
2026-07-24,968,746850
2026-07-25,924,733250
2026-07-26,1065,830350
2026-07-27,1162,851200
2026-07-28,935,749150
2026-07-29,708,584850
2026-07-30,682,525750
2026-07-31,954,763650
2026-08-01,649,582450
2026-08-02,633,526900
2026-08-03,664,591100
2026-08-04,421,393100
2026-08-05,356,348050
2026-08-06,420,388800
