date_visit,n_people,amount_fee
2024-12-03,311,275400
2024-12-04,220,157500
2024-12-05,155,141600
2024-12-06,359,390500
2024-12-07,793,640700
2024-12-08,584,542900
2024-12-09,236,198900
2024-12-10,124,92000
2024-12-11,0,0
2024-12-12,132,127100
2024-12-13,217,213000
2024-12-14,522,486500
2024-12-15,423,410300
2024-12-16,76,79100
2024-12-17,53,62900
2024-12-18,45,42600
2024-12-19,47,36900
2024-12-20,98,87400
2024-12-21,236,245200
2024-12-22,188,202600
2024-12-23,54,48000
2024-12-24,77,75600
2024-12-25,0,0
2024-12-26,273,277800
2024-12-27,394,335200
2024-12-28,455,438400
2024-12-29,830,688900
2024-12-30,842,738100
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,521,496100
2025-01-03,418,409100
2025-01-04,257,277500
2025-01-05,112,132400
2025-01-06,38,40400
2025-01-07,26,32000
2025-01-08,0,0
2025-01-09,21,24600
2025-01-10,14,13600
2025-01-11,67,63500
2025-01-12,143,158500
2025-01-13,48,61700
2025-01-14,11,10600
2025-01-15,8,9600
2025-01-16,0,0
2025-01-17,31,19100
2025-01-18,23,27900
2025-01-19,43,40600
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,41,58300
2025-01-26,24,24400
2025-01-27,5,3000
2025-01-28,4,2500
2025-01-29,9,10400
2025-01-30,2,1000
2025-01-31,2,4400
2025-02-01,0,0
