date_visit,n_people,amount_fee
2026-01-19,0,0
2026-01-20,164,136800
2026-01-21,70,63900
2026-01-22,54,40800
2026-01-23,119,105300
2026-01-24,279,283200
2026-01-25,403,404600
2026-01-26,0,0
2026-01-27,0,0
2026-01-28,0,0
2026-01-29,0,0
2026-01-30,91,84700
2026-01-31,169,196200
2026-02-01,126,91500
2026-02-02,52,55900
2026-02-03,48,56400
2026-02-04,29,39300
2026-02-05,23,24200
2026-02-06,56,63700
2026-02-07,150,158400
2026-02-08,120,148200
2026-02-09,101,117000
2026-02-10,53,41700
2026-02-11,102,106600
2026-02-12,0,0
2026-02-13,64,56200
2026-02-14,114,94300
2026-02-15,74,85900
2026-02-16,53,61100
2026-02-17,29,24500
2026-02-18,25,17600
2026-02-19,30,27000
2026-02-20,40,48100
2026-02-21,148,187300
2026-02-22,311,315600
2026-02-23,119,136200
2026-02-24,43,42000
2026-02-25,0,0
2026-02-26,36,24100
2026-02-27,35,37200
2026-02-28,107,78300
2026-03-01,34,16600
2026-03-02,22,23100
2026-03-03,13,13900
2026-03-04,11,6500
2026-03-05,39,40600
2026-03-06,37,34400
2026-03-07,51,47200
2026-03-08,111,75400
2026-03-09,32,34600
2026-03-10,34,33600
2026-03-11,0,0
2026-03-12,40,41900
2026-03-13,32,40400
2026-03-14,101,106600
2026-03-15,67,56200
2026-03-16,25,16800
2026-03-17,24,24200
2026-03-18,20,15500
2026-03-19,63,53400
2026-03-20,126,131500
