date_visit,n_people,amount_fee
2026-08-19,0,0
2026-08-20,4828,3279700
2026-08-21,5010,3515950
2026-08-22,4608,3351400
2026-08-23,4001,2911750
2026-08-24,3551,2490450
2026-08-25,2105,1536000
2026-08-26,1935,1434050
2026-08-27,1811,1363850
2026-08-28,1974,1462850
2026-08-29,2136,1617250
2026-08-30,1667,1291850
2026-08-31,792,641800
2026-09-01,276,244900
2026-09-02,373,306550
2026-09-03,408,338750
2026-09-04,813,642600
2026-09-05,1316,1024400
2026-09-06,805,715800
2026-09-07,720,588800
2026-09-08,541,451300
2026-09-09,0,0
2026-09-10,571,460550
2026-09-11,795,697500
2026-09-12,1247,1010600
2026-09-13,994,824550
2026-09-14,492,396800
2026-09-15,251,191600
2026-09-16,185,151600
2026-09-17,286,229350
2026-09-18,554,429700
2026-09-19,1842,1398200
2026-09-20,4329,3169150
2026-09-21,4646,3317300
2026-09-22,2861,2137600
2026-09-23,1091,924600
2026-09-24,0,0
2026-09-25,693,558450
2026-09-26,579,496950
2026-09-27,570,505050
2026-09-28,369,292150
2026-09-29,130,108550
2026-09-30,101,72300
2026-10-01,79,61600
2026-10-02,401,327400
2026-10-03,332,261100
2026-10-04,380,303850
2026-10-05,190,158700
2026-10-06,112,75800
2026-10-07,84,66050
2026-10-08,121,115500
2026-10-09,279,241400
2026-10-10,917,792900
2026-10-11,1114,908000
2026-10-12,572,502300
2026-10-13,318,281550
2026-10-14,0,0
2026-10-15,92,99450
2026-10-16,172,143700
2026-10-17,330,281700
2026-10-18,230,204250
