date_visit,n_people,amount_fee
2026-06-01,0,0
2026-06-02,310,253250
2026-06-03,273,235300
2026-06-04,297,247950
2026-06-05,615,593650
2026-06-06,1420,1201550
2026-06-07,935,824650
2026-06-08,595,520750
2026-06-09,272,259100
2026-06-10,0,0
2026-06-11,297,254250
2026-06-12,428,392000
2026-06-13,1058,935400
2026-06-14,885,793350
2026-06-15,434,392050
2026-06-16,214,187500
2026-06-17,114,109700
2026-06-18,135,104800
2026-06-19,394,327050
2026-06-20,773,740050
2026-06-21,531,490650
2026-06-22,331,282650
2026-06-23,135,116150
2026-06-24,0,0
2026-06-25,192,170200
2026-06-26,276,283800
2026-06-27,566,558100
2026-06-28,443,388500
2026-06-29,194,177400
2026-06-30,53,43000
2026-07-01,86,73900
2026-07-02,72,73450
2026-07-03,188,159200
2026-07-04,287,277150
2026-07-05,228,222300
2026-07-06,126,120750
2026-07-07,87,74050
2026-07-08,0,0
2026-07-09,162,138200
2026-07-10,426,344350
2026-07-11,646,516900
2026-07-12,352,297900
2026-07-13,205,179950
2026-07-14,150,128600
2026-07-15,117,88250
2026-07-16,147,113950
2026-07-17,299,240700
2026-07-18,1014,822950
2026-07-19,1476,1176900
2026-07-20,734,624150
2026-07-21,780,637000
2026-07-22,362,334650
2026-07-23,436,386000
2026-07-24,767,609600
2026-07-25,763,615700
2026-07-26,831,662000
2026-07-27,895,664950
2026-07-28,768,627850
2026-07-29,474,430000
2026-07-30,460,381750
2026-07-31,577,510250
