date_visit,n_people,amount_fee
2026-03-25,1233,906400
2026-03-26,1270,883600
2026-03-27,1815,1283100
2026-03-28,2215,1615300
2026-03-29,1491,1123500
2026-03-30,1422,1029600
2026-03-31,729,536400
2026-04-01,509,386200
2026-04-02,520,407500
2026-04-03,751,565100
2026-04-04,904,717600
2026-04-05,591,494200
2026-04-06,305,292100
2026-04-07,189,196000
2026-04-08,0,0
2026-04-09,137,116800
2026-04-10,236,195800
2026-04-11,390,377300
2026-04-12,376,347600
2026-04-13,170,129000
2026-04-14,102,71400
2026-04-15,153,121800
2026-04-16,114,99900
2026-04-17,246,220500
2026-04-18,695,634700
2026-04-19,567,535250
2026-04-20,267,237350
2026-04-21,189,161300
2026-04-22,0,0
2026-04-23,126,91350
2026-04-24,259,251800
2026-04-25,566,566000
2026-04-26,488,487800
2026-04-27,187,154950
2026-04-28,218,192250
2026-04-29,247,239050
2026-04-30,562,534900
2026-05-01,697,634650
2026-05-02,984,846250
2026-05-03,1879,1480800
2026-05-04,1638,1322800
2026-05-05,1054,909900
2026-05-06,512,522900
2026-05-07,140,134200
2026-05-08,109,82450
2026-05-09,264,248100
2026-05-10,198,167800
2026-05-11,90,62700
2026-05-12,53,40250
2026-05-13,0,0
2026-05-14,104,82000
2026-05-15,123,113900
2026-05-16,289,261200
2026-05-17,261,219050
2026-05-18,75,39950
2026-05-19,33,32800
2026-05-20,35,23400
2026-05-21,59,45500
2026-05-22,53,49450
2026-05-23,91,80750
2026-05-24,0,0
