date_visit,n_people,amount_fee
2023-11-08,0,0
2023-11-09,444,307200
2023-11-10,851,671800
2023-11-11,1794,1369900
2023-11-12,1452,1125000
2023-11-13,887,698500
2023-11-14,325,287400
2023-11-15,328,293900
2023-11-16,290,247900
2023-11-17,555,470200
2023-11-18,1203,940500
2023-11-19,890,723300
2023-11-20,498,408000
2023-11-21,294,281900
2023-11-22,0,0
2023-11-23,897,731800
2023-11-24,1722,1234600
2023-11-25,962,766300
2023-11-26,529,448200
2023-11-27,299,286700
2023-11-28,111,90700
2023-11-29,55,54100
2023-11-30,52,41700
2023-12-01,82,70500
2023-12-02,308,330500
2023-12-03,276,296000
2023-12-04,89,78500
2023-12-05,28,18500
2023-12-06,10,8400
2023-12-07,15,7000
2023-12-08,58,54300
2023-12-09,251,290200
2023-12-10,195,200200
2023-12-11,32,34400
2023-12-12,15,23100
2023-12-13,0,0
2023-12-14,11,20700
2023-12-15,54,53800
2023-12-16,148,168900
2023-12-17,127,165900
2023-12-18,25,15000
2023-12-19,11,8100
2023-12-20,9,13000
2023-12-21,6,6600
2023-12-22,17,26500
2023-12-23,72,93000
2023-12-24,72,70800
2023-12-25,102,114300
2023-12-26,71,72400
2023-12-27,0,0
2023-12-28,140,149000
2023-12-29,211,236100
2023-12-30,349,346400
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,168,161300
2024-01-03,91,113500
2024-01-04,23,19200
2024-01-05,20,19200
2024-01-06,24,28900
