date_visit,n_people,amount_fee
2023-12-16,1237,946600
2023-12-17,727,628600
2023-12-18,162,131300
2023-12-19,81,81300
2023-12-20,85,84200
2023-12-21,63,53200
2023-12-22,105,110100
2023-12-23,400,370600
2023-12-24,427,393300
2023-12-25,284,268100
2023-12-26,369,324400
2023-12-27,0,0
2023-12-28,546,448400
2023-12-29,851,710900
2023-12-30,1333,1041800
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,733,607900
2024-01-03,421,396200
2024-01-04,283,267400
2024-01-05,222,231400
2024-01-06,313,324800
2024-01-07,293,307400
2024-01-08,104,109700
2024-01-09,52,39500
2024-01-10,0,0
2024-01-11,27,19500
2024-01-12,18,22100
2024-01-13,35,41700
2024-01-14,72,64800
2024-01-15,17,20100
2024-01-16,8,5000
2024-01-17,13,13400
2024-01-18,2,1500
2024-01-19,10,10000
2024-01-20,51,41700
2024-01-21,35,29100
2024-01-22,14,14400
2024-01-23,9,6000
2024-01-24,0,0
2024-01-25,17,19900
2024-01-26,8,5500
2024-01-27,57,58300
2024-01-28,36,50800
2024-01-29,38,40500
2024-01-30,5,3300
2024-01-31,8,8400
2024-02-01,2,2000
2024-02-02,19,20100
2024-02-03,21,12900
2024-02-04,12,11500
2024-02-05,3,5500
2024-02-06,4,2000
2024-02-07,4,3000
2024-02-08,2,2000
2024-02-09,0,0
2024-02-10,48,60700
2024-02-11,28,22400
2024-02-12,9,7800
2024-02-13,3,5500
2024-02-14,0,0
