date_visit,n_people,amount_fee
2023-12-26,669,519400
2023-12-27,0,0
2023-12-28,877,671600
2023-12-29,1333,1039700
2023-12-30,1950,1467500
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,1143,870200
2024-01-03,583,508500
2024-01-04,392,337900
2024-01-05,360,328600
2024-01-06,437,418600
2024-01-07,403,391700
2024-01-08,169,179200
2024-01-09,51,33600
2024-01-10,0,0
2024-01-11,41,39800
2024-01-12,21,24900
2024-01-13,46,56500
2024-01-14,111,103400
2024-01-15,47,53600
2024-01-16,23,15500
2024-01-17,16,16400
2024-01-18,2,1500
2024-01-19,37,44400
2024-01-20,67,52700
2024-01-21,57,53600
2024-01-22,17,19800
2024-01-23,13,9000
2024-01-24,0,0
2024-01-25,19,21900
2024-01-26,26,26300
2024-01-27,64,67300
2024-01-28,59,72300
2024-01-29,45,53600
2024-01-30,5,3300
2024-01-31,13,9200
2024-02-01,10,9000
2024-02-02,19,20100
2024-02-03,31,20600
2024-02-04,16,15500
2024-02-05,6,8100
2024-02-06,6,3500
2024-02-07,4,3000
2024-02-08,2,2000
2024-02-09,0,0
2024-02-10,52,64700
2024-02-11,84,74300
2024-02-12,28,30200
2024-02-13,5,7500
2024-02-14,0,0
2024-02-15,0,0
2024-02-16,5,3000
2024-02-17,20,24600
2024-02-18,24,19600
2024-02-19,6,4300
2024-02-20,2,2000
2024-02-21,0,0
2024-02-22,8,12200
2024-02-23,14,13600
2024-02-24,0,0
