date_visit,n_people,amount_fee
2024-09-19,1295,965900
2024-09-20,1454,1127650
2024-09-21,4602,3301450
2024-09-22,6677,4558750
2024-09-23,2274,1738000
2024-09-24,1275,1034200
2024-09-25,0,0
2024-09-26,872,702850
2024-09-27,1023,761200
2024-09-28,1712,1328250
2024-09-29,1595,1205700
2024-09-30,763,594750
2024-10-01,308,246050
2024-10-02,293,227200
2024-10-03,400,307050
2024-10-04,898,720000
2024-10-05,1198,988550
2024-10-06,1201,952000
2024-10-07,699,577300
2024-10-08,324,244000
2024-10-09,0,0
2024-10-10,630,480600
2024-10-11,741,603250
2024-10-12,2026,1563300
2024-10-13,2869,2122550
2024-10-14,1321,1009600
2024-10-15,707,577500
2024-10-16,458,360800
2024-10-17,298,218500
2024-10-18,570,467000
2024-10-19,954,789650
2024-10-20,894,778600
2024-10-21,473,393750
2024-10-22,286,238500
2024-10-23,0,0
2024-10-24,238,184350
2024-10-25,581,459900
2024-10-26,874,744800
2024-10-27,846,690350
2024-10-28,415,355650
2024-10-29,210,142750
2024-10-30,175,98600
2024-10-31,153,101950
2024-11-01,425,352000
2024-11-02,1184,942850
2024-11-03,1735,1299750
2024-11-04,756,662150
2024-11-05,86,85900
2024-11-06,27,17300
2024-11-07,38,33400
2024-11-08,75,89300
2024-11-09,208,249200
2024-11-10,211,201500
2024-11-11,68,74700
2024-11-12,67,49800
2024-11-13,0,0
2024-11-14,54,38300
2024-11-15,112,103900
2024-11-16,203,163700
2024-11-17,97,100100
2024-11-18,0,0
