date_visit,n_people,amount_fee
2023-10-17,0,0
2023-10-18,525,455250
2023-10-19,532,439200
2023-10-20,804,633750
2023-10-21,1584,1281300
2023-10-22,1367,1101300
2023-10-23,719,565450
2023-10-24,415,320700
2023-10-25,0,0
2023-10-26,352,270100
2023-10-27,634,486400
2023-10-28,1259,999850
2023-10-29,1120,891600
2023-10-30,528,447050
2023-10-31,248,238050
2023-11-01,259,246100
2023-11-02,518,418500
2023-11-03,1702,1297950
2023-11-04,1843,1426050
2023-11-05,873,738200
2023-11-06,296,261400
2023-11-07,165,111400
2023-11-08,0,0
2023-11-09,143,92000
2023-11-10,346,320400
2023-11-11,668,581600
2023-11-12,560,495200
2023-11-13,392,353100
2023-11-14,157,128000
2023-11-15,118,120200
2023-11-16,93,83000
2023-11-17,203,194100
2023-11-18,570,477300
2023-11-19,385,378500
2023-11-20,209,196700
2023-11-21,99,90100
2023-11-22,0,0
2023-11-23,341,329900
2023-11-24,750,590800
2023-11-25,426,384100
2023-11-26,276,281100
2023-11-27,101,99300
2023-11-28,35,27200
2023-11-29,14,16500
2023-11-30,8,5000
2023-12-01,25,23300
2023-12-02,164,187100
2023-12-03,127,140400
2023-12-04,27,27200
2023-12-05,6,4000
2023-12-06,0,0
2023-12-07,5,2000
2023-12-08,21,19300
2023-12-09,110,124800
2023-12-10,49,59600
2023-12-11,7,7900
2023-12-12,5,6400
2023-12-13,0,0
2023-12-14,2,2000
2023-12-15,8,14300
